Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Size class,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Eff Tax Rate (+ve income),Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings,Fiscal Year End Date
Ambac Fin'l Group,ABKFQ,Financial Svcs. (Div.),6100,NDQ,2,$0.02,2089715,287.2,$8.70,"$1,868.70","$1,877.40","$1,769.60",$107.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80,0.8621,NA,$0.00,NA,NA,0.00%,NA,NA,NA,NA,-2021.4,-3782.3,17256.4,$0.00,NA,"-$5,609.20","$1,022.80","$1,022.80","$	1,022.80","$1,022.80",0.00%,NA,NA,5.74%,NA,0.62%,$0.00,$0.00,$0.00,NA,"-$1,078.60",$0.00,0.00%,0.00%,21479.31%,99.54%,NA,0.00%,1.60%,0.09%,12/31/08
Amer Biltrite Inc.,ABL,Chemical (Diversified),2813,AMS,2,$4.80,4957,3.4,$15.90,$12.00,$27.90,$24.60,$3.30,$201.60,$208.70,3.79,6.91,NA,NA,NA,0.32,0.08,6.15,2.89,0.42,0.45,0.12,0.12,NA,NA,NA,-34.52%,1.46,0.70,0.4494,85.10%,-$1.17,0.2056,0.00%,-29.13%,8.38%,6.80%,2.08%,1.98%,58.8,50.1,123.2,$37.90,$1.33,$4.20,$4.00,$4.00,$	8.50,$5.17,0.00%,0.00%,18.80%,11.83%,1.64%,2.68%,$2.00,$4.50,$48.70,$208.70,$2.30,$0.00,0.00%,24.27%,75.47%,43.01%,19.32%,0.00%,NA,8.44%,12/31/10
Able Energy Inc,ABLE,Retail Store,5300,NDQ,1,$0.03,11635,15,$0.40,$11.30,$11.70,$8.70,$3.00,$276.40,$74.60,NA,NA,NA,NA,NA,0.06,0.00,NA,NA,0.59,0.66,0.03,0.12,NA,NA,NA,194.94%,0.49,0.80,0.8333,192.37%,$4.46,0.1040,NA,NA,-200.00%,-27.34%,-4.63%,-1.45%,14.7,6.4,34.7,-$8.30,$6.06,-$12.80,-$4.02,-$4.02,$	(2.12),-$8.48,0.00%,NA,-3.00%,25.64%,1.09%,8.65%,$0.30,$1.90,$25.40,$74.60,-$6.60,$0.00,46.97%,18.44%,2825.00%,96.58%,63.84%,0.00%,NA,NA,6/30/08
ABM Industries Inc.,ABM,Industrial Services,7300,NYS,8,$20.62,301971,52.6,"$1,117.40",$140.50,"$1,257.90","$1,218.50",$39.40,"$3,495.70","$4,246.80",15.85,14.98,$1.60,12.89,1.32,1.51,0.32,10.18,7.81,1.45,1.43,0.35,0.29,8.50%,12.00%,6.00%,-1.41%,1.26,0.90,0.2217,35.95%,$38.20,0.6259,43.75%,52.00%,9.54%,8.74%,2.02%,3.42%,840.1,739,1548.7,$235.50,$50.60,$70.50,$119.70,$73.46,$	156.00,$35.26,38.63%,38.64%,6.74%,3.13%,1.13%,2.54%,$23.90,$36.30,$230.70,"$4,246.80",$74.60,$30.84,42.60%,3.75%,12.57%,11.17%,15.97%,2.76%,4.30%,85.75%,10/31/10
American Bio Medica Corp,ABMC,Medical Services,8000,NDQ,1,$0.17,21198,21.7,$3.50,$2.20,$5.70,$5.70,$0.00,$10.40,$9.40,NA,NA,NA,NA,NA,1.30,0.34,NA,NA,1.16,1.16,0.55,0.61,NA,NA,NA,7.21%,0.92,0.55,0.5000,63.89%,-$0.54,0.2152,NA,NA,-29.63%,-10.63%,-7.69%,-5.01%,4.9,2.7,6,$3.50,-$0.34,-$0.80,-$0.52,-$0.52,$	(0.22),$0.02,0.00%,NA,33.65%,0.00%,0.00%,0.00%,$0.10,$0.30,$4.60,$9.40,-$0.90,$0.00,0.00%,23.33%,62.86%,38.60%,44.90%,0.00%,NA,1.49%,12/31/10
ABIOMED Inc.,ABMD,Med Supp Invasive,8060,NDQ,7,$18.47,275031,37.3,$698.00,$0.00,$698.00,$637.70,$60.30,$101.20,$112.70,NA,NA,NA,NA,NA,6.67,6.90,NA,NA,14.36,6.67,6.30,5.66,NA,NA,NA,17.25%,1.6,1.10,0.3907,71.78%,-$1.87,0.3831,NA,NA,-11.27%,-26.96%,-11.66%,-11.83%,44.4,104.7,131.6,$2.00,$0.23,-$11.80,-$11.97,-$11.97,$	(8.07),-$10.10,0.00%,NA,1.98%,8.64%,59.58%,45.82%,$1.80,$3.90,$89.00,$112.70,-$6.60,$0.00,30.85%,4.79%,0.00%,0.00%,0.00%,0.00%,NA,76.28%,3/31/11
Alliance Bancshares Ca.,ABNS,Bank,6000,NDQ,1,$0.00,15526,6.2,$0.10,$143.20,$143.30,$126.00,$17.30,NA,NA,0.02,NA,NA,NA,NA,0.00,NA,3.50,3.50,0.69,0.72,NA,NA,NA,NA,NA,NA,NA,1.15,1.0000,NA,$0.00,NA,0.00%,0.00%,7.22%,10.62%,NA,NA,182.7,56.8,1066.6,$0.00,NA,$4.10,$36.00,$19.41,$	36.00,$19.41,46.09%,46.05%,NA,12.07%,NA,1.62%,$0.00,$0.00,$30.80,NA,-$30.60,$0.00,0.00%,0.00%,143200.00%,99.93%,71.60%,0.00%,NA,NA,12/31/07
Arbor Memorial Services Inc,ABO/B.TO,Industrial Services,7300,TSE,5,$22.99,15731,10.7,$243.20,$48.70,$291.90,$277.10,$14.80,$219.00,NA,12.35,NA,NA,NA,NA,1.30,1.11,19.38,11.08,1.25,1.24,1.27,NA,3.50%,NA,NA,2.91%,0.18,0.45,0.1099,18.54%,$4.90,0.6068,0.00%,50.21%,10.53%,4.42%,9.00%,6.53%,220.9,187,1066.3,$43.50,NA,$19.70,$14.30,$9.76,$	25.00,$4.86,31.75%,31.83%,19.86%,5.07%,6.76%,1.39%,$15.60,$10.70,$15.00,NA,NA,$0.00,4.99%,18.02%,20.02%,16.68%,20.66%,0.00%,NA,NA,10/26/08
Arbor Mem Svcs Inc.,ABOA.TO,Industrial Services,7300,TSE,5,$23.00,4352,10.7,$246.40,$48.70,$295.10,$280.30,$14.80,$219.00,$264.40,12.51,12.38,NA,NA,NA,1.32,1.13,19.60,11.21,1.27,1.25,1.28,1.06,8.00%,NA,NA,2.91%,0.27,0.40,0.0908,18.76%,$13.92,0.5330,0.00%,142.60%,10.53%,4.42%,9.00%,6.53%,220.9,187,1066.3,$43.50,$9.02,$19.70,$14.30,$9.76,$	25.00,-$4.16,31.75%,31.83%,19.86%,5.02%,6.76%,1.39%,$15.60,$10.70,$15.00,$264.40,$19.90,$0.00,4.99%,18.02%,19.76%,16.50%,20.66%,0.00%,NA,NA,10/26/08
Accentia Biopharmaceuticals,ABPI,Drug,2834,NDQ,3,$0.30,75911,57.9,$22.00,$80.80,$102.80,$102.20,$0.60,$10.50,$16.70,NA,NA,NA,NA,NA,NA,2.10,NA,NA,NA,NA,9.73,6.12,NA,NA,NA,-0.70%,1.95,0.95,0.5094,153.61%,-$11.31,0.1546,NA,NA,NA,NA,-456.19%,-45.67%,-34.4,-114.6,5,-$18.30,-$10.81,-$47.90,-$4.80,-$4.80,$	(4.20),$6.51,0.00%,NA,-174.29%,0.58%,5.71%,12.00%,$0.10,$0.60,$5.40,$16.70,-$62.50,$0.00,40.00%,2.00%,367.27%,78.60%,NA,0.00%,NA,0.14%,9/30/10
Abbott Labs.,ABT,Drug,2834,NYS,10,$56.23,8106886,1547,"$86,691.30","$18,918.30","$105,609.60","$101,961.20","$3,648.40","$35,166.70","$38,441.80",13.33,12.28,$4.94,11.38,1.57,3.87,2.47,12.69,9.56,2.71,2.56,2.90,2.65,9.50%,8.50%,6.50%,14.67%,0.34,0.60,0.1120,18.76%,-$882.65,0.7996,46.01%,-12.93%,29.04%,18.13%,18.49%,22.86%,37658,22388.1,59462.3,"$7,801.40",$726.55,"$6,501.10","$8,037.80","$6,828.75","$	10,662.10","$7,711.40",15.04%,15.04%,22.18%,3.45%,10.37%,6.14%,"$1,015.10","$2,624.30","$13,120.50","$38,441.80","$7,062.00","$2,990.85",47.23%,13.41%,21.82%,17.91%,45.80%,3.45%,NA,64.44%,12/31/10
Autobytel Inc,ABTL,Internet,7370,NDQ,3,$0.70,181862,45.7,$37.80,$5.00,$42.80,$34.00,$8.80,$51.50,$62.30,NA,NA,NA,NA,NA,1.64,0.73,NA,NA,1.76,1.52,0.66,0.55,NA,NA,NA,-3.76%,1.22,1.00,0.4018,80.54%,$0.61,0.3104,NA,NA,-45.45%,-73.30%,-20.39%,-27.47%,19.3,23.1,37.8,$1.00,$0.21,-$10.50,-$14.15,-$14.15,$	(12.75),-$14.76,0.00%,NA,1.94%,20.56%,17.09%,23.28%,$1.80,$1.40,$30.30,$62.30,-$3.10,$0.00,39.15%,4.50%,13.23%,11.68%,17.79%,0.00%,NA,52.57%,12/31/10
Alliance Bankshares Corp,ABVA,Bank,6000,NDQ,3,$3.48,12009,5.1,$17.90,$51.50,$69.40,$45.30,$24.10,NA,NA,25.57,35.80,NA,NA,NA,0.53,NA,2.83,2.83,0.74,0.81,NA,NA,NA,NA,NA,NA,0.22,0.70,0.3579,75.48%,$0.00,0.2318,0.00%,0.00%,2.08%,17.60%,NA,NA,61.1,33.7,538.5,$0.00,NA,$0.70,$16.00,$10.75,$	16.00,$10.75,32.79%,30.00%,NA,34.73%,NA,4.48%,$0.00,$0.00,$6.10,NA,$0.50,$0.00,0.00%,0.00%,287.71%,74.21%,60.45%,0.00%,NA,23.48%,12/31/10
AboveNet,ABVT,Wireless Networking,7380,NDQ,8,$65.01,175242,25.8,"$1,676.60",$49.70,"$1,726.30","$1,661.00",$65.30,$409.70,$459.00,24.16,23.65,$2.70,24.08,2.42,3.03,4.09,15.52,9.75,3.09,2.87,4.05,3.62,NA,10.00%,9.50%,9.15%,0.4,0.80,0.2212,44.07%,$64.43,0.4538,0.00%,90.15%,12.56%,13.31%,16.94%,26.12%,536.9,552.5,807.8,-$66.20,-$7.97,$69.40,$107.00,$71.47,$	170.30,$7.04,33.21%,33.21%,-16.16%,3.78%,15.94%,8.08%,$135.70,$63.30,$96.60,$459.00,$70.90,$0.00,0.00%,66.95%,2.96%,2.88%,8.25%,0.00%,NA,82.49%,12/31/10
Abviva Inc,ABVV,Biotechnology,2830,NDQ,1,$0.01,199287,105.1,$1.10,$3.40,$4.50,$4.50,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60,1.0000,NA,-$1.80,NA,NA,NA,NA,NA,NA,NA,-0.1,-3.5,1.7,-$1.80,NA,-$6.70,NA,NA,NA,NA,0.00%,NA,NA,0.00%,NA,0.00%,$0.00,$1.80,$3.90,NA,-$6.40,$0.00,100.00%,0.00%,309.09%,75.56%,NA,0.00%,NA,NA,12/31/07
Barrick Gold,ABX,Precious Metals,1041,NYS,10,$45.25,8589670,998.5,"$45,821.20","$6,692.00","$52,513.20","$48,545.20","$3,968.00","$10,924.00","$13,469.00",14.53,10.30,$5.69,7.95,9.69,2.40,4.19,10.62,8.42,2.23,2.04,4.44,3.60,44.50%,1.50%,4.00%,32.35%,0.47,0.90,0.1366,37.25%,"$2,283.09",0.6040,19.04%,71.23%,16.54%,14.71%,28.86%,41.83%,21789,19065,33322,$670.00,$156.09,"$3,153.00","$4,570.00","$3,205.08","$	5,766.00",$921.99,29.87%,31.26%,6.13%,7.56%,36.32%,11.91%,"$3,323.00","$1,196.00",$957.00,"$13,469.00","$4,450.50",$600.26,15.87%,53.27%,14.60%,12.74%,25.98%,1.31%,1.00%,67.11%,12/31/10
Acadia Pharmaceuticals Inc,ACAD,Drug,2834,NDQ,4,$1.08,461979,39.4,$69.70,$0.10,$69.80,$32.70,$37.10,$42.10,$36.90,4.62,6.01,NA,NA,NA,2.35,1.66,2.17,2.08,NA,NA,0.78,0.89,NA,NA,NA,NA,2.65,1.80,0.5714,121.39%,$0.03,0.3707,0.00%,0.20%,50.84%,NA,35.87%,35.87%,-7.3,29.7,38.4,-$5.10,$0.63,$15.10,$15.10,$15.10,$	15.70,$15.07,0.00%,0.00%,-12.11%,53.15%,88.12%,96.61%,$0.00,$0.60,$8.50,$36.90,$11.60,$0.00,0.00%,1.04%,0.14%,0.14%,0.34%,0.00%,NA,59.30%,12/31/10
Amer. Capital Ltd.,ACAS,Public/Private Equity,6799,NDQ,8,$6.73,4104168,351.8,"$2,412.90","$2,259.00","$4,671.90","$4,402.90",$269.00,$600.00,$574.00,2.42,3.17,$0.90,7.48,0.17,0.66,4.02,11.56,11.56,0.78,0.79,7.34,7.67,-28.00%,14.50%,-2.50%,-31.20%,2.29,2.40,0.2894,82.91%,-$9.35,0.7237,6.75%,-2.45%,27.21%,6.73%,166.33%,63.50%,5658,3668,6084,$285.00,-$12.35,$998.00,$381.00,$381.00,$	381.00,$390.35,0.00%,0.00%,47.50%,5.76%,44.83%,4.42%,$3.00,$0.00,$85.00,$574.00,$761.00,$67.32,0.00%,0.00%,93.62%,48.35%,38.11%,2.79%,3.10%,57.96%,12/31/10
Arctic Cat Inc,ACAT,Recreation,7900,NDQ,6,$22.55,109509,18.3,$345.40,$0.00,$345.40,$220.30,$125.10,$464.70,$505.20,26.57,18.37,$1.15,19.61,1.21,1.89,0.74,12.10,6.48,3.80,1.89,0.47,0.44,-39.00%,22.00%,NA,2.68%,2.35,1.35,0.3502,73.04%,-$2.31,0.4621,0.00%,-17.78%,7.10%,22.43%,2.80%,3.92%,57.9,183,272.9,$19.40,$1.69,$13.00,$18.20,$12.98,$	34.00,$15.29,28.65%,28.57%,4.17%,36.22%,26.92%,45.84%,$11.80,$15.80,$83.40,$505.20,$18.80,$0.00,0.00%,14.36%,0.00%,0.00%,0.00%,0.00%,NA,82.89%,3/31/11
Accelrys Inc,ACCL,Healthcare Information,7375,NDQ,6,$6.72,157128,55.7,$388.40,$0.00,$388.40,$274.10,$114.30,$80.20,$135.90,NA,NA,NA,NA,NA,1.57,4.84,NA,NA,2.06,1.57,3.42,2.02,NA,27.50%,NA,-51.84%,0.89,0.85,0.2209,31.65%,-$50.32,0.6714,NA,NA,-8.32%,-18.94%,-25.69%,-31.48%,133.3,247.6,363.3,-$60.50,-$42.02,-$20.60,-$25.25,-$25.25,$	(13.85),$25.07,0.00%,NA,-75.44%,29.43%,142.52%,31.46%,$3.10,$11.40,$68.60,$135.90,-$28.00,$0.00,38.56%,3.30%,0.00%,0.00%,0.00%,0.00%,NA,85.03%,12/31/10
Access Pharmaceuticals Inc,ACCP,Drug,2834,NDQ,3,$1.44,23605,19.1,$26.50,$5.50,$32.00,$25.00,$7.00,$0.50,$0.30,NA,NA,NA,NA,NA,NA,53.00,NA,NA,NA,NA,50.00,83.33,NA,NA,NA,-6.80%,0.27,1.15,0.3830,83.87%,$2.88,0.3428,NA,NA,NA,NA,-1260.00%,-977.92%,-22.3,-20.8,8.8,-$7.70,$3.08,-$6.30,-$4.89,-$4.89,$	(4.69),-$7.77,0.00%,NA,-1540.00%,21.88%,1400.00%,79.55%,$0.00,$0.20,$4.50,$0.30,-$17.20,$0.00,6.82%,0.00%,20.75%,17.19%,NA,0.00%,NA,3.16%,12/31/10
ACE Limited,ACE,Insurance (Prop/Cas.),6330,NYS,10,$70.12,2127948,335.5,"$23,533.80","$3,358.00","$26,891.80","$17,390.80","$9,501.00",NA,NA,8.86,10.08,$7.48,9.37,3.54,1.02,NA,NA,NA,1.03,1.02,NA,NA,17.50%,2.50%,NA,NA,1.06,0.85,0.1290,25.33%,$0.00,0.8000,23.83%,NA,11.57%,NA,NA,NA,16831,22974,83355,$0.00,NA,"$2,657.00",NA,NA,NA,NA,17.87%,17.87%,NA,35.33%,NA,11.40%,$0.00,$0.00,"$13,708.00",NA,"$2,334.20",$633.06,0.00%,0.00%,14.27%,12.49%,12.75%,2.69%,1.00%,88.56%,12/31/10
Tamir Biotechnology Inc,ACEL,Drug,2834,NDQ,1,$0.06,22429,47.3,$3.30,$0.80,$4.10,$3.80,$0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0.90,0.8333,103.92%,-$0.10,0.2165,NA,NA,NA,NA,NA,NA,-21.1,-21.6,2.2,-$15.30,NA,-$14.20,NA,NA,NA,NA,0.00%,NA,NA,7.32%,NA,13.64%,$0.00,$0.10,$2.10,NA,-$13.10,$0.00,0.00%,0.00%,24.24%,19.51%,NA,0.00%,NA,NA,7/31/10
Aceto Corp.,ACET,Chemical (Diversified),2813,NDQ,5,$6.90,122951,26.6,$189.60,$55.00,$244.60,$215.00,$29.60,$412.40,$426.10,21.07,20.61,$0.59,11.69,NA,1.18,0.46,12.95,9.73,1.15,1.13,0.52,0.50,-7.00%,NA,NA,13.60%,1.53,1.05,0.3548,43.59%,$2.96,0.6022,59.41%,33.68%,5.60%,4.71%,2.18%,4.03%,186.2,160.8,311.7,$92.00,$3.06,$9.00,$16.60,$8.78,$	22.10,$5.82,47.13%,47.06%,22.31%,12.10%,7.18%,9.50%,$5.40,$5.50,$49.30,$426.10,$9.20,$5.35,27.05%,3.88%,29.01%,22.49%,25.49%,2.82%,NA,56.43%,6/30/11
Atlantic Coast Financial Corp,ACFC,Thrift,6120,NDQ,1,$2.85,8550,0,$4.50,$0.00,$4.50,$4.50,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.85,0.8555,255.26%,$0.00,0.0832,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,0.00%,NA,NA,$0.00,$0.00,$0.00,NA,-$11.50,$0.00,NA,NA,0.00%,0.00%,NA,0.00%,NA,13.76%,1/1/70
Acorn Energy Inc.,ACFN,Computer Software,3579,NDQ,4,$6.04,60147,17.3,$99.80,$1.90,$101.70,$94.30,$7.40,$35.70,$36.20,NA,NA,NA,NA,NA,2.99,2.80,NA,NA,3.38,2.88,2.64,2.60,NA,NA,NA,-20.94%,NA,1.00,0.3197,NA,$6.72,NA,NA,NA,-21.26%,-20.45%,-19.89%,-15.98%,27.9,33.4,59.8,$8.80,$0.12,-$7.10,-$5.70,-$5.70,$	(3.80),-$12.43,0.00%,NA,24.65%,7.28%,20.73%,12.37%,$8.50,$1.90,$18.80,$36.20,-$4.20,$0.00,25.42%,18.23%,1.90%,1.87%,5.38%,0.00%,NA,28.94%,12/31/10
Amacore Group Inc,ACGI,Med Supp Non-Invasive,3842,NDQ,2,$0.00,122497,1047.9,$10.50,$5.10,$15.60,$11.90,$3.70,$28.80,$30.20,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,0.41,0.39,NA,NA,NA,-5.13%,NA,0.60,NA,NA,-$1.19,NA,NA,NA,NA,NA,-62.50%,-62.84%,-8.1,-9.5,12,-$3.90,-$0.19,-$18.00,-$18.10,-$18.10,$	(16.80),-$16.91,0.00%,NA,-13.54%,23.72%,12.85%,30.83%,$0.30,$1.30,$16.70,$30.20,-$12.30,$0.00,17.50%,8.33%,48.57%,32.69%,NA,0.00%,NA,NA,12/31/09
Arch Cap Group Ltd,ACGL,Insurance (Prop/Cas.),6330,NDQ,9,$37.23,625093,139.6,"$4,907.90",$300.00,"$5,207.90","$3,929.30","$1,278.60",NA,NA,5.82,9.42,NA,NA,0.58,1.09,NA,NA,NA,1.11,1.08,NA,NA,23.00%,10.00%,NA,NA,0.56,0.65,0.1420,16.97%,$11.70,0.8000,0.00%,NA,18.67%,NA,NA,NA,3534.4,4513,15770.8,$0.00,NA,$842.60,NA,NA,NA,NA,0.93%,0.93%,NA,24.55%,NA,8.11%,$11.70,$0.00,"$2,511.00",NA,$520.80,$0.00,0.00%,0.00%,6.11%,5.76%,6.23%,0.00%,NA,82.24%,12/31/10
Achillion Pharm.,ACHN,Biotechnology,2830,NDQ,7,$7.62,715364,58.4,$557.90,$0.50,$558.40,$503.20,$55.20,$2.40,$2.30,NA,NA,NA,NA,NA,11.05,232.46,NA,NA,NA,NA,209.67,218.78,NA,1.57%,NA,NA,0.37,0.65,0.4297,82.67%,-$0.30,0.1966,NA,NA,-50.50%,NA,-1062.50%,-993.94%,-4.2,50.5,58.2,-$2.50,$0.10,-$25.50,-$23.85,-$23.85,$	(23.25),-$23.56,0.00%,NA,-104.17%,9.89%,2300.00%,94.85%,$0.20,$0.60,$27.10,$2.30,-$34.10,$0.00,0.00%,0.86%,0.09%,0.09%,0.98%,0.00%,NA,57.13%,12/31/10
Arch Coal,ACI,Coal,1220,NYS,9,$14.51,5925609,164.1,"$3,203.40","$1,609.70","$4,813.10","$4,719.50",$93.60,"$3,186.30","$3,892.10",20.16,16.12,$2.42,6.00,1.30,1.43,1.01,17.38,7.02,1.26,1.25,1.48,1.21,37.00%,15.50%,6.00%,22.45%,1.7,1.65,0.4772,49.94%,-$45.02,0.8000,58.67%,-18.42%,7.10%,6.51%,4.99%,8.52%,3753.6,2237.5,4880.8,$185.00,$40.98,$158.90,$271.60,$244.43,$	672.30,$289.46,10.00%,10.28%,5.81%,1.94%,2.94%,1.92%,$314.70,$400.70,$118.20,"$3,892.10",$198.70,$93.22,2.36%,67.79%,50.25%,33.44%,41.84%,2.91%,2.00%,79.49%,12/31/10
ACI Worldwide,ACIW,IT Services,7379,NDQ,7,$28.64,219191,33.3,$969.60,$75.00,"$1,044.60",$873.30,$171.30,$418.40,$471.20,35.65,19.79,$1.45,19.75,1.55,3.79,2.32,16.26,10.92,5.48,3.16,2.09,1.85,-5.50%,23.00%,6.50%,5.49%,0.4,0.95,0.2204,28.99%,-$22.22,0.8000,0.00%,-74.11%,10.64%,18.82%,6.50%,12.83%,159.3,255.6,601.5,-$72.30,-$9.12,$27.20,$53.70,$29.99,$	80.00,$52.21,44.16%,44.15%,-17.28%,16.40%,40.94%,28.48%,$13.20,$26.30,$214.70,$471.20,$49.00,$0.00,37.31%,3.08%,7.74%,7.18%,22.69%,0.00%,5.90%,97.36%,12/31/10
Axcelis Technologies Inc,ACLS,Semiconductor,3674,NDQ,5,$1.33,1175376,105.8,$144.80,$0.00,$144.80,$99.10,$45.70,$275.20,$352.50,NA,12.59,$0.03,44.33,NA,0.70,0.53,NA,NA,0.62,0.70,0.36,0.28,NA,20.00%,NA,103.57%,2.31,1.55,0.5807,80.14%,$26.65,0.4835,NA,NA,-8.56%,-9.45%,-6.40%,-5.49%,159.9,205.6,280.9,$114.80,$32.25,-$17.60,-$15.11,-$15.11,$	(8.11),-$41.75,0.00%,NA,41.72%,31.56%,16.61%,16.27%,$1.40,$7.00,$99.20,$352.50,$11.50,$0.00,0.00%,13.74%,0.00%,0.00%,0.00%,0.00%,NA,53.47%,12/31/10
AECOM Techn.,ACM,Engineering & Const,1629,NYS,8,$20.57,901496,113.2,"$2,308.00","$1,162.40","$3,470.40","$3,013.50",$456.90,"$8,037.40","$8,037.40",8.37,8.37,$2.60,7.91,0.70,0.99,0.29,8.01,6.19,0.99,0.99,0.37,0.37,22.50%,12.00%,7.00%,25.03%,1.16,1.20,0.2931,33.74%,-$32.30,0.8000,0.00%,-11.60%,11.79%,9.14%,3.43%,4.68%,3045.2,2339.7,5789.3,$736.40,$0.00,$275.80,$376.40,$278.34,$	486.70,$310.64,26.05%,28.21%,9.16%,13.17%,5.68%,7.89%,$78.00,$110.30,$90.30,"$8,037.40",$275.80,$0.00,38.10%,5.59%,50.36%,33.49%,33.19%,0.00%,4.50%,64.43%,9/30/11
Astral Media Inc. 'A',ACM/A.TO,Entertainment,7950,TSE,8,$35.49,80144,55.5,"$1,990.60",$526.00,"$2,516.60","$2,493.90",$22.70,"$1,015.40","$1,015.40",10.75,10.75,$3.57,9.94,NA,1.39,1.96,8.82,7.82,1.29,1.28,2.46,2.46,13.50%,NA,NA,7.92%,0.4,0.65,0.1528,17.91%,$10.40,0.8000,0.00%,5.11%,12.90%,10.50%,18.24%,27.85%,1939.4,1436.1,2515.4,$72.80,$0.00,$185.20,$282.80,$203.54,$	319.00,$193.14,28.03%,28.02%,7.17%,0.90%,2.24%,0.90%,$46.60,$36.20,$0.00,"$1,015.40",$185.20,$0.00,75.16%,7.75%,26.42%,20.90%,26.81%,0.00%,NA,0.42%,8/31/11
ACME Communications Inc,ACME,Entertainment,7950,NDQ,2,$0.67,11293,16,$11.10,$1.40,$12.50,$10.20,$2.30,$14.60,$15.70,NA,NA,NA,NA,NA,0.83,0.76,NA,NA,0.82,0.84,0.70,0.65,NA,NA,NA,-45.61%,1.25,0.75,0.4545,101.70%,-$1.53,0.1844,NA,NA,-19.40%,-19.51%,-17.81%,-16.71%,12.5,13.4,43.8,-$1.70,-$0.13,-$2.60,-$2.44,-$2.44,$	(1.04),-$0.91,0.00%,NA,-11.64%,18.40%,15.75%,5.25%,$0.00,$1.40,$5.90,$15.70,-$2.90,$0.00,41.10%,6.39%,12.61%,11.20%,9.46%,0.00%,NA,NA,12/31/10
Accenture Plc,ACN,IT Services,7379,NYS,10,$53.23,4893853,690.8,"$36,322.20",$4.40,"$36,326.60","$30,620.60","$5,706.00","$27,352.90","$28,463.90",15.95,15.23,NA,NA,1.14,9.36,1.33,8.82,7.69,NA,NA,1.12,1.08,15.00%,14.00%,8.50%,19.41%,0.83,0.85,0.1464,24.67%,-$196.40,0.8000,40.98%,-7.78%,58.72%,NA,8.33%,12.69%,-1822.6,3879,15731.5,"-$2,137.00",-$86.80,"$2,277.70","$3,470.40","$2,522.98","$	3,983.70","$2,719.38",27.30%,35.15%,-7.81%,15.71%,20.86%,36.27%,$403.70,$513.30,"$4,916.30","$28,463.90","$2,385.00",$933.48,7.20%,4.99%,0.01%,0.01%,0.11%,2.57%,1.40%,71.13%,8/31/11
ACNB Corporation,ACNB,Bank,6000,NDQ,4,$13.83,2720,5.9,$80.50,$81.50,$162.00,$147.90,$14.10,NA,NA,9.58,9.58,NA,NA,NA,0.86,NA,4.45,4.45,0.92,0.92,NA,NA,-3.00%,NA,NA,NA,0.62,0.50,0.1081,19.96%,$0.00,0.6263,0.00%,0.00%,8.96%,16.57%,NA,NA,161.2,93.8,968.7,$0.00,NA,$8.40,$33.20,$26.72,$	33.20,$26.72,19.52%,19.23%,NA,8.70%,NA,1.46%,$0.00,$0.00,$6.20,NA,$8.40,$0.00,1.00%,0.00%,101.24%,50.31%,46.49%,0.00%,NA,5.77%,12/31/10
